
bharathchandra@Bharath:~/CN$ sudo python3 Sniff.py
Starting packet capture... (Press Ctrl+C to stop)
^C----- Metrics -----
Total data transferred: 324423865 bytes
Total packets: 328830
Minimum packet size: 54 bytes
Maximum packet size: 1514 bytes
Average packet size: 986.60 bytes
Histogram saved as 'packet_size_histogram.png'.

----- Unique Source-Destination Pairs (TCP flows) -----
142.250.70.106:443 -> 10.7.11.235:61192 : 12615 bytes
10.7.11.235:61193 -> 74.125.200.84:443 : 2387 bytes
74.125.200.84:443 -> 10.7.11.235:61193 : 6933 bytes
10.7.11.235:61194 -> 52.88.148.17:443 : 4625 bytes
52.88.148.17:443 -> 10.7.11.235:61194 : 1869 bytes
10.7.11.235:61195 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61196 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61195 : 1169 bytes
10.0.136.7:53 -> 10.7.11.235:61196 : 453 bytes
10.7.11.235:61197 -> 142.251.42.99:443 : 2388 bytes
142.251.42.99:443 -> 10.7.11.235:61197 : 6881 bytes
10.7.11.235:61198 -> 54.230.112.80:443 : 1127616 bytes
54.230.112.80:443 -> 10.7.11.235:61198 : 73204264 bytes
10.7.11.235:61199 -> 10.0.136.7:53 : 376 bytes
10.7.11.235:61200 -> 10.0.136.7:53 : 376 bytes
10.0.136.7:53 -> 10.7.11.235:61200 : 453 bytes
10.0.136.7:53 -> 10.7.11.235:61199 : 1169 bytes
10.7.11.235:61201 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61202 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61201 : 1130 bytes
10.0.136.7:53 -> 10.7.11.235:61202 : 391 bytes
10.7.11.235:61203 -> 142.251.42.99:443 : 2465 bytes
142.251.42.99:443 -> 10.7.11.235:61203 : 14217 bytes
10.7.11.235:61204 -> 10.0.136.7:53 : 371 bytes
10.7.11.235:61205 -> 10.0.136.7:53 : 371 bytes
10.0.136.7:53 -> 10.7.11.235:61205 : 385 bytes
10.0.136.7:53 -> 10.7.11.235:61204 : 555 bytes
10.7.11.235:61206 -> 142.250.70.110:443 : 2341 bytes
142.250.70.110:443 -> 10.7.11.235:61206 : 8972 bytes
10.7.11.235:61207 -> 10.0.136.7:53 : 369 bytes
10.7.11.235:61208 -> 10.0.136.7:53 : 369 bytes
10.0.136.7:53 -> 10.7.11.235:61207 : 1177 bytes
10.7.11.235:61209 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61210 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61208 : 435 bytes
10.0.136.7:53 -> 10.7.11.235:61209 : 1370 bytes
10.0.136.7:53 -> 10.7.11.235:61210 : 388 bytes
10.7.11.235:61211 -> 216.58.196.97:443 : 2521 bytes
216.58.196.97:443 -> 10.7.11.235:61211 : 12192 bytes
10.7.11.235:61212 -> 10.0.136.7:53 : 361 bytes
10.7.11.235:61213 -> 10.0.136.7:53 : 361 bytes
10.0.136.7:53 -> 10.7.11.235:61212 : 1172 bytes
10.0.136.7:53 -> 10.7.11.235:61213 : 390 bytes
10.7.11.235:61214 -> 104.244.42.193:443 : 4556 bytes
104.244.42.193:443 -> 10.7.11.235:61214 : 1795 bytes
10.7.11.235:61215 -> 52.182.143.210:443 : 11134 bytes
52.182.143.210:443 -> 10.7.11.235:61215 : 8492 bytes
10.7.11.235:61216 -> 10.0.136.7:53 : 372 bytes
10.7.11.235:61217 -> 10.0.136.7:53 : 372 bytes
10.0.136.7:53 -> 10.7.11.235:61216 : 1217 bytes
10.0.136.7:53 -> 10.7.11.235:61217 : 478 bytes
10.7.11.235:61218 -> 20.190.144.138:443 : 4808 bytes
20.190.144.138:443 -> 10.7.11.235:61218 : 7004 bytes
10.7.11.235:61219 -> 10.0.136.7:53 : 370 bytes
10.7.11.235:61220 -> 10.0.136.7:53 : 370 bytes
10.0.136.7:53 -> 10.7.11.235:61219 : 554 bytes
10.0.136.7:53 -> 10.7.11.235:61220 : 563 bytes
10.7.11.235:61221 -> 10.0.136.7:53 : 387 bytes
10.7.11.235:61222 -> 10.0.136.7:53 : 387 bytes
10.0.136.7:53 -> 10.7.11.235:61221 : 571 bytes
10.0.136.7:53 -> 10.7.11.235:61222 : 401 bytes
10.7.11.235:61223 -> 52.10.219.207:443 : 6284 bytes
52.10.219.207:443 -> 10.7.11.235:61223 : 1367 bytes
10.7.11.235:61224 -> 10.0.136.7:53 : 380 bytes
10.7.11.235:61225 -> 10.0.136.7:53 : 380 bytes
10.0.136.7:53 -> 10.7.11.235:61224 : 1418 bytes
10.0.136.7:53 -> 10.7.11.235:61225 : 645 bytes
10.7.11.235:61226 -> 108.158.245.110:443 : 6446 bytes
108.158.245.110:443 -> 10.7.11.235:61226 : 11154 bytes
10.7.11.235:61227 -> 52.88.148.17:443 : 6301 bytes
52.88.148.17:443 -> 10.7.11.235:61227 : 1839 bytes
10.7.11.235:61228 -> 10.0.136.7:53 : 367 bytes
10.7.11.235:61229 -> 10.0.136.7:53 : 367 bytes
10.0.136.7:53 -> 10.7.11.235:61229 : 391 bytes
10.0.136.7:53 -> 10.7.11.235:61228 : 1130 bytes
10.7.11.235:61230 -> 142.251.42.99:443 : 2239 bytes
142.251.42.99:443 -> 10.7.11.235:61230 : 14158 bytes
10.7.11.235:61231 -> 10.0.136.7:53 : 466 bytes
10.7.11.235:61232 -> 10.0.136.7:53 : 466 bytes
10.0.136.7:53 -> 10.7.11.235:61232 : 507 bytes
10.0.136.7:53 -> 10.7.11.235:61231 : 1341 bytes
10.7.11.235:61233 -> 34.236.194.12:443 : 11731 bytes
34.236.194.12:443 -> 10.7.11.235:61233 : 6915 bytes

----- Source IP Flow Count -----
10.7.11.235: 44118
180.149.59.147: 281
10.240.8.31: 1025
13.107.42.14: 259
57.144.124.145: 220
57.144.125.134: 16
52.123.168.129: 10
52.1.246.97: 128
104.18.32.47: 160
57.144.176.141: 216
172.64.155.209: 77
216.58.200.206: 13
18.210.9.173: 41
142.251.42.99: 93
108.158.46.39: 24
52.23.85.30: 4
44.199.154.62: 31
142.251.175.188: 50
52.123.164.128: 29
54.88.64.163: 43
180.149.59.137: 1507
142.251.12.100: 12
142.250.194.238: 24
3.216.129.98: 10
142.250.70.100: 27
142.250.71.110: 22
142.250.194.69: 19
142.250.183.42: 41
23.23.209.48: 27
142.250.192.33: 13
172.217.166.14: 12
40.126.18.33: 20
20.189.173.9: 18
20.50.201.201: 19
57.155.146.244: 52
142.250.193.46: 12
49.44.120.88: 1524
57.144.176.145: 121
157.240.15.1: 69
163.70.143.56: 36
52.123.168.128: 26
142.251.42.10: 68
142.250.194.174: 26
142.250.67.234: 10
142.250.192.97: 26
100.25.225.34: 13
142.250.70.35: 14
142.251.12.101: 12
142.250.192.69: 3990
216.58.203.46: 11
34.233.9.203: 42
172.217.167.234: 11
142.250.192.131: 36
142.250.70.78: 33
142.250.182.234: 13
142.250.66.10: 26
142.250.70.42: 26
142.250.207.234: 39
142.250.183.10: 26
142.250.192.202: 42
142.250.192.129: 52
142.250.192.1: 13
142.250.194.110: 12
23.54.155.206: 2293
142.250.192.14: 35
142.251.42.101: 39
10.0.136.7: 2233
20.198.118.190: 6
142.251.42.46: 11
142.251.42.106: 27
34.202.36.156: 94
18.210.1.22: 28
142.250.192.110: 11
142.250.192.42: 27
172.217.174.74: 14
23.23.99.220: 15
44.198.78.78: 37
18.233.77.34: 26
49.44.120.91: 1909
54.197.116.140: 47
142.250.192.17: 11
142.250.182.238: 21
142.251.42.42: 26
20.189.173.12: 16
142.250.199.142: 12
35.168.254.26: 33
142.250.70.110: 46
18.66.57.31: 15
142.250.192.35: 35
3.235.200.221: 16
108.159.61.80: 41
142.250.4.84: 20
57.144.177.33: 116
31.13.79.53: 15
163.70.143.60: 17
157.240.16.52: 50
180.149.62.34: 17
157.240.237.60: 16
57.144.125.32: 16
163.70.144.60: 17
57.144.177.32: 16
52.24.36.78: 24
18.161.111.100: 27
142.250.193.78: 12
54.237.65.249: 44
142.250.76.206: 11
23.207.193.67: 4
34.199.100.127: 41
52.109.120.46: 32
54.81.67.106: 19
142.251.42.118: 10
57.144.124.141: 51
18.210.65.109: 12
3.91.111.232: 15
108.159.61.21: 16
54.236.225.107: 19
34.165.122.223: 16
192.178.128.94: 9
34.226.43.28: 15
20.42.72.131: 33
142.250.206.101: 21
138.199.46.68: 1
4.213.170.54: 223
142.250.192.101: 66
52.70.169.47: 32
44.207.246.192: 116
52.21.246.40: 95
18.215.56.150: 7
142.250.194.35: 126
199.232.22.133: 14
180.149.59.224: 731
13.203.1.146: 17
20.31.161.73: 46
151.101.193.40: 9
184.86.250.103: 92
44.195.109.31: 3
142.250.67.202: 63
23.54.155.211: 16800
185.199.111.153: 16
142.250.193.206: 48
142.250.194.234: 11
142.250.192.130: 25
13.107.246.68: 18
20.114.190.119: 58
54.159.218.112: 8
142.250.206.133: 19
3.231.129.114: 28
54.225.107.16: 245
34.225.70.191: 45
13.89.179.9: 11
52.22.128.112: 16
40.126.17.132: 45
23.10.239.251: 3
142.250.192.238: 12
199.232.21.91: 9
54.192.142.25: 13
40.126.17.135: 28
44.213.83.201: 54
20.50.73.11: 20
34.234.46.213: 24
172.64.146.215: 8
142.251.42.35: 15
54.145.67.253: 20
142.250.206.129: 28
142.250.77.78: 11
142.250.76.170: 27
18.172.64.111: 19
142.250.182.206: 34
142.250.76.174: 22
142.250.182.227: 20
142.250.193.74: 14
216.58.203.10: 13
142.250.183.46: 11
142.250.192.74: 13
74.125.200.84: 20
142.250.194.142: 12
34.18.10.222: 17
142.250.192.78: 22
52.123.128.14: 18
142.250.206.118: 12
142.250.194.163: 20
142.250.192.46: 12
172.217.132.72: 18
172.217.174.65: 13
172.65.10.226: 16
142.250.192.227: 10
49.44.131.107: 9
216.58.203.35: 9
108.158.46.111: 15
54.192.142.70: 11
52.3.134.67: 18
3.220.46.156: 18
52.45.212.154: 19
52.202.6.203: 2
35.190.10.96: 1
47.129.46.85: 1
18.204.106.12: 85
23.23.179.122: 2
20.50.80.209: 1
20.190.144.163: 1
51.116.246.105: 1
13.35.185.92: 1
142.250.192.138: 14
52.3.41.200: 33
52.21.47.229: 14
18.172.64.107: 7
54.235.64.44: 40
18.239.142.78: 9
142.250.194.46: 10
142.250.183.164: 9
142.250.192.10: 13
142.250.183.65: 13
142.250.183.174: 24
52.44.154.172: 21
216.239.34.157: 31
142.250.199.182: 10
142.250.76.182: 11
142.250.183.198: 9
142.250.194.66: 10
142.250.199.170: 10
142.250.183.3: 9
142.250.183.206: 22
44.193.143.148: 96
180.149.52.208: 31
49.44.183.64: 110
52.168.117.171: 15
13.228.64.84: 105
199.232.45.91: 9
35.186.251.135: 10
20.189.173.17: 42
40.99.33.242: 35
142.250.192.197: 677
142.250.66.14: 11
18.172.64.83: 15
142.250.77.206: 10
142.250.70.74: 13
142.250.192.234: 15
104.122.216.131: 10
142.251.42.1: 14
142.250.70.101: 39
142.250.183.14: 11
216.58.200.202: 14
142.250.194.138: 28
157.240.13.55: 25
18.234.0.179: 39
142.250.192.106: 14
142.250.193.241: 11
44.238.247.143: 14
54.175.81.243: 134
142.250.194.202: 14
34.234.179.131: 28
52.54.217.78: 15
142.251.42.74: 1
14.139.249.199: 18
54.192.142.4: 11
104.244.42.194: 14
104.244.42.65: 89
199.232.56.159: 244
142.250.193.194: 10
173.194.68.94: 10
142.250.70.97: 22
216.239.38.181: 11
23.49.60.209: 58
52.42.158.94: 41
108.159.61.18: 17
18.161.111.99: 36
34.149.43.113: 21
142.250.66.3: 9
15.235.42.78: 1914
108.159.80.60: 699
142.250.192.22: 10
103.252.142.21: 19
49.44.120.98: 2
142.250.199.174: 23
18.65.3.31: 18
142.250.183.129: 14
142.250.77.34: 10
148.113.1.23: 16
52.10.219.207: 53
142.250.206.163: 11
52.88.148.17: 72
34.225.76.170: 41
142.250.67.138: 13
151.101.66.137: 13
216.58.200.170: 14
142.250.71.106: 13
54.230.112.80: 49471
142.250.70.106: 13
216.58.196.97: 14
104.244.42.193: 10
52.182.143.210: 17
20.190.144.138: 15
108.158.245.110: 16
34.236.194.12: 14

----- Destination IP Flow Count -----
180.149.59.147: 102
10.7.11.235: 93623
10.240.8.31: 1237
13.107.42.14: 290
57.144.124.145: 234
57.144.125.134: 16
52.123.168.129: 10
52.1.246.97: 77
104.18.32.47: 173
57.144.176.141: 205
172.64.155.209: 85
216.58.200.206: 12
18.210.9.173: 42
142.251.42.99: 79
108.158.46.39: 29
52.23.85.30: 4
44.199.154.62: 31
142.251.175.188: 50
52.123.164.128: 41
54.88.64.163: 34
180.149.59.137: 577
142.251.12.100: 10
142.250.194.238: 20
3.216.129.98: 8
142.250.70.100: 27
142.250.71.110: 20
142.250.194.69: 20
142.250.183.42: 31
23.23.209.48: 31
142.250.192.33: 10
172.217.166.14: 10
40.126.18.33: 17
20.189.173.9: 17
20.50.201.201: 20
57.155.146.244: 30
142.250.193.46: 10
18.207.11.57: 1
18.210.65.109: 13
49.44.120.88: 565
57.144.176.145: 112
157.240.15.1: 66
163.70.143.56: 36
52.123.168.128: 27
142.251.42.10: 57
142.250.194.174: 24
142.250.67.234: 10
142.250.192.97: 20
100.25.225.34: 15
142.250.70.35: 11
142.251.12.101: 10
142.250.192.69: 1666
216.58.203.46: 10
34.233.9.203: 31
172.217.167.234: 10
142.250.192.131: 38
142.250.70.78: 30
142.250.182.234: 10
142.250.66.10: 21
142.250.70.42: 22
142.250.207.234: 31
142.250.183.10: 21
142.250.192.202: 32
142.250.192.129: 39
142.250.192.1: 9
142.250.194.110: 10
23.54.155.206: 1139
142.250.192.14: 30
142.251.42.101: 33
10.0.136.7: 2606
20.198.118.190: 6
142.251.42.46: 10
142.251.42.106: 22
34.202.36.156: 77
18.210.1.22: 31
142.250.192.110: 10
142.250.192.42: 21
172.217.174.74: 11
23.23.99.220: 15
44.198.78.78: 38
18.233.77.34: 26
49.44.120.91: 756
54.197.116.140: 36
142.250.192.17: 9
142.250.182.238: 18
142.251.42.42: 22
20.189.173.12: 16
142.250.199.142: 10
35.168.254.26: 43
142.250.70.110: 40
18.66.57.31: 14
142.250.192.35: 33
3.235.200.221: 17
108.159.61.80: 39
142.250.4.84: 19
57.144.177.33: 91
57.144.177.32: 13
180.149.62.34: 14
31.13.79.53: 14
163.70.143.60: 13
157.240.16.52: 46
163.70.144.60: 15
157.240.237.60: 13
57.144.125.32: 14
52.24.36.78: 24
18.161.111.100: 21
142.250.193.78: 9
54.237.65.249: 49
142.250.76.206: 11
23.207.193.67: 6
34.199.100.127: 47
52.109.120.46: 25
54.81.67.106: 12
142.251.42.118: 9
57.144.124.141: 47
3.91.111.232: 9
108.159.61.21: 15
54.236.225.107: 19
34.165.122.223: 14
192.178.128.94: 7
34.226.43.28: 9
20.42.72.131: 31
142.250.206.101: 20
138.199.46.68: 2
4.213.170.54: 75
142.250.192.101: 71
52.70.169.47: 25
44.207.246.192: 109
52.21.246.40: 97
18.215.56.150: 6
142.250.194.35: 127
199.232.22.133: 13
180.149.59.224: 228
13.203.1.146: 11
20.31.161.73: 37
151.101.193.40: 9
184.86.250.103: 50
44.195.109.31: 3
142.250.67.202: 50
23.54.155.211: 5693
185.199.111.153: 16
142.250.193.206: 41
142.250.194.234: 9
142.250.192.130: 23
13.107.246.68: 15
20.114.190.119: 71
54.159.218.112: 6
142.250.206.133: 17
3.231.129.114: 38
54.225.107.16: 172
34.225.70.191: 46
13.89.179.9: 8
52.22.128.112: 15
40.126.17.132: 47
23.10.239.251: 5
142.250.192.238: 11
199.232.21.91: 9
54.192.142.25: 17
40.126.17.135: 22
44.213.83.201: 45
20.50.73.11: 20
34.234.46.213: 34
172.64.146.215: 9
142.251.42.35: 10
54.145.67.253: 16
142.250.206.129: 21
142.250.77.78: 11
142.250.76.170: 20
18.172.64.111: 18
142.250.182.206: 30
142.250.76.174: 21
142.250.182.227: 20
142.250.193.74: 12
216.58.203.10: 12
142.250.183.46: 10
142.250.192.74: 10
74.125.200.84: 20
142.250.194.142: 10
34.18.10.222: 16
142.250.192.78: 21
52.123.128.14: 17
142.250.206.118: 12
142.250.194.163: 20
142.250.192.46: 9
172.217.132.72: 16
172.217.174.65: 12
172.65.10.226: 11
142.250.192.227: 10
49.44.131.107: 8
216.58.203.35: 7
108.158.46.111: 13
54.192.142.70: 10
52.3.134.67: 15
3.220.46.156: 14
52.45.212.154: 15
52.202.6.203: 1
35.190.10.96: 2
47.129.46.85: 2
18.204.106.12: 99
23.23.179.122: 1
20.50.80.209: 2
51.116.246.105: 2
20.190.144.163: 2
13.35.185.92: 2
142.250.192.138: 13
52.3.41.200: 38
52.21.47.229: 10
18.172.64.107: 8
54.235.64.44: 32
18.239.142.78: 11
142.250.194.46: 9
142.250.183.164: 9
142.250.192.10: 11
142.250.183.65: 9
142.250.183.174: 21
52.44.154.172: 21
216.239.34.157: 29
142.250.199.182: 10
142.250.76.182: 10
142.250.183.198: 10
142.250.194.66: 10
142.250.199.170: 10
142.250.183.3: 10
142.250.183.206: 21
44.193.143.148: 110
180.149.52.208: 24
49.44.183.64: 97
52.168.117.171: 14
13.228.64.84: 61
199.232.45.91: 9
35.186.251.135: 11
20.189.173.17: 43
40.99.33.242: 28
142.250.192.197: 413
142.250.66.14: 10
18.172.64.83: 12
142.250.77.206: 10
142.250.70.74: 10
142.250.192.234: 11
104.122.216.131: 8
142.251.42.1: 11
142.250.70.101: 35
142.250.183.14: 11
216.58.200.202: 12
142.250.194.138: 23
157.240.13.55: 16
18.234.0.179: 35
142.250.192.106: 11
142.250.193.241: 10
44.238.247.143: 14
54.175.81.243: 92
142.250.194.202: 11
34.234.179.131: 45
52.54.217.78: 8
142.251.42.74: 2
14.139.249.199: 18
54.192.142.4: 11
104.244.42.194: 14
104.244.42.65: 81
199.232.56.159: 147
142.250.193.194: 10
173.194.68.94: 10
142.250.70.97: 16
216.239.38.181: 10
23.49.60.209: 48
52.42.158.94: 38
108.159.61.18: 13
18.161.111.99: 29
34.149.43.113: 22
142.250.66.3: 9
15.235.42.78: 388
108.159.80.60: 133
142.250.192.22: 10
103.252.142.21: 12
49.44.120.98: 4
142.250.199.174: 21
18.65.3.31: 14
142.250.183.129: 10
142.250.77.34: 9
148.113.1.23: 9
52.10.219.207: 69
142.250.206.163: 10
52.88.148.17: 74
34.225.76.170: 48
142.250.67.138: 11
151.101.66.137: 13
216.58.200.170: 10
142.250.71.106: 11
54.230.112.80: 20974
142.250.70.106: 11
216.58.196.97: 12
104.244.42.193: 12
52.182.143.210: 19
20.190.144.138: 14
108.158.245.110: 15
34.236.194.12: 18

----- Flow with Maximum Data Transferred -----
54.230.112.80:443 -> 10.7.11.235:61198 : 73204264 bytes

Capture duration: 5593.10 seconds
Top speed captured: 58.79 packets per second (pps), 0.46 Mbps

----- Part 2: Specific Packet Matching Conditions -----

Q1: Packets with abs(src_port-dst_port)==54286, ACK flag set, ack ending with '1203'
Source: 10.7.11.235, Destination: 180.149.59.137
Source: 10.7.11.235, Destination: 180.149.59.137

Q2: Packets with TCP checksum starting with b5, urgent pointer 0, seq ending with '6183'
Source: 23.54.155.211, Destination: 10.7.11.235, Checksum: 0xb55a

Q3: Number of packets where (src_port + dst_port) is between 10,000 and 20,000: 0

Q4: Number of packets with ack between 1678999000 and 1700000000: 6503
